,SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
44634,1423,5,3,Suburb,1968,260433.04024562408
44635,1117,5,3,Rural,1972,50472.4448400683
44636,1367,3,1,Urban,1999,151896.13251544494
44637,2129,5,1,Suburb,2006,256661.41328066195
44638,2128,2,1,Urban,1997,252238.56218660928
44639,2326,3,1,Urban,1968,294817.5991840393
44640,1629,3,3,Urban,2020,111943.04650366254
44641,2917,4,1,Rural,1979,316997.8695030508
44642,2764,5,1,Suburb,2014,292998.1831957764
44643,1147,4,2,Urban,1956,186262.05314437303
44644,2889,4,2,Urban,1953,298553.55645310483
44645,1149,5,3,Rural,2002,205554.94480726065
44646,1815,4,1,Suburb,2018,124575.98669212994
44647,1255,2,1,Urban,1994,188876.3763492273
44648,1081,2,2,Rural,1997,73248.56581201137
44649,1015,5,1,Rural,1980,172240.70841217972
44650,1900,5,1,Suburb,1977,164637.2512489137
44651,1192,3,1,Urban,1997,150881.8979995623
44652,1722,5,2,Urban,1996,197366.9781853509
44653,2097,5,2,Urban,1979,226070.30051213392
44654,2300,2,1,Rural,1995,235486.6739126329
44655,2084,2,1,Suburb,1979,266986.22278261086
44656,1972,5,1,Urban,2005,166736.2378104448
44657,1950,3,1,Suburb,1955,236220.01870850308
44658,1535,2,3,Urban,2007,163739.7101613628
44659,2558,2,2,Urban,1967,305508.08266223106
44660,1342,4,3,Suburb,1979,125849.60986318772
44661,1394,5,3,Urban,2015,177207.42399940183
44662,1942,4,3,Suburb,1971,342811.5256173037
44663,1257,5,3,Rural,1957,211533.41432250335
44664,2221,3,1,Urban,2003,289286.93675040005
44665,1052,4,1,Urban,2007,81972.23889474492
44666,1650,2,1,Rural,1985,118886.16205647295
44667,1270,5,1,Urban,1976,233841.67048356743
44668,1200,5,2,Rural,1979,108451.55916494892
44669,1395,4,2,Urban,2005,31929.87015642456
44670,1377,4,1,Suburb,1971,178302.20506978597
44671,2914,3,1,Rural,2019,278199.79360101966
44672,1675,2,1,Suburb,1959,172605.73995964893
44673,2627,3,1,Urban,2019,254854.860916534
44674,1534,2,1,Rural,1994,82961.12660160211
44675,1922,2,2,Urban,1951,174820.77534590106
44676,2111,5,2,Urban,1992,262610.461604968
44677,1397,2,1,Suburb,1979,129075.79747624464
44678,2205,4,2,Urban,1971,209228.635934056
44679,1866,5,2,Suburb,1988,225094.4849124481
44680,2306,3,3,Urban,2016,257360.81989555745
44681,2556,2,1,Rural,1953,292310.9151709728
44682,1560,5,1,Rural,2010,162557.61119216224
44683,1189,4,2,Urban,1985,180078.2537317671
44684,1204,3,2,Rural,1981,175632.68513839305
44685,1967,5,2,Rural,2009,266433.48765219725
44686,1043,5,2,Rural,1981,141335.73238133066
44687,2003,4,1,Rural,2012,194027.9581472005
44688,2323,4,2,Suburb,1993,259024.435993661
44689,2018,2,2,Suburb,1988,195595.237817362
44690,1639,3,1,Rural,1976,161597.086671939
44691,1993,5,2,Rural,1994,229562.64007982524
44692,1700,4,3,Rural,1955,163371.7221616541
44693,2705,4,1,Rural,2015,281564.8067208639
44694,2302,5,2,Urban,1961,277232.67371347145
44695,1712,4,2,Suburb,2004,275944.93081728806
44696,2408,4,1,Suburb,2008,280424.5040923693
44697,1636,2,2,Urban,1975,180826.73991895863
44698,1803,5,3,Suburb,1981,258647.6215562607
44699,1310,2,3,Rural,1994,183019.04790233605
44700,1877,3,1,Rural,1987,246497.29234053724
44701,2551,4,3,Urban,1992,358405.3017919251
44702,1856,2,1,Suburb,2021,192543.91976523917
44703,1273,5,3,Suburb,2012,180058.01589923073
44704,2505,3,1,Urban,1982,302262.58689325466
44705,2829,3,2,Rural,1972,348940.63223287696
44706,2474,2,2,Suburb,1950,162348.299075372
44707,2555,2,1,Rural,1992,232623.02208867343
44708,1530,4,3,Rural,1960,258427.6061153356
44709,2548,2,1,Urban,2004,330759.7329833207
44710,1016,2,2,Urban,1952,115031.7257712064
44711,1717,2,1,Rural,1975,176181.45120490136
44712,2053,3,2,Rural,2008,312936.62911892025
44713,1469,5,1,Suburb,1957,247868.10522356132
44714,1810,2,1,Rural,2017,220153.85933692864
44715,2327,3,3,Rural,1975,205477.55668764364
44716,1554,3,2,Rural,1986,195579.464765346
44717,1092,2,1,Suburb,1975,112200.67954557136
44718,1881,3,1,Rural,1996,157510.41314806437
44719,1577,4,3,Rural,1999,169927.53867971603
44720,1630,5,1,Urban,1974,204017.4071010849
44721,1820,4,1,Suburb,1980,277651.81869878114
44722,1583,5,1,Rural,1995,202688.7160395849
44723,1845,3,3,Rural,1962,250912.83869764532
44724,2185,2,3,Suburb,1950,247765.5223163638
44725,2996,2,3,Suburb,1977,346566.4628631895
44726,1841,3,1,Urban,1963,203833.4081426853
44727,1327,2,1,Rural,2013,157648.10708279957
44728,2990,3,1,Urban,2000,274898.01146220707
44729,2804,4,3,Urban,1969,305982.0161228963
44730,1729,3,1,Rural,1954,135579.85023886463
44731,1253,3,1,Urban,2020,187870.38273318915
44732,2463,4,1,Urban,1953,319266.9444108336
44733,1570,4,1,Suburb,1974,201063.2341176425
44734,1543,3,2,Suburb,1961,143836.11133452112
44735,1850,4,3,Rural,1993,208563.36131194275
44736,1119,5,1,Rural,1994,256503.25545255275
44737,1974,4,1,Rural,1973,286412.5022263134
44738,1821,2,3,Urban,1974,199009.7558950525
44739,1513,4,1,Urban,1985,144145.7056678571
44740,2653,4,1,Urban,2014,297697.18706517183
44741,2572,3,1,Suburb,1995,282288.9031836883
44742,1978,4,2,Suburb,1977,148278.77662688284
44743,1096,5,2,Suburb,1967,110274.23481672411
44744,1870,3,3,Rural,1962,204798.81081859928
44745,2393,5,3,Urban,1986,273036.07289518445
44746,2440,2,1,Urban,1977,314981.22986331023
44747,1256,3,1,Rural,1978,85109.94167330978
44748,1127,3,1,Urban,1982,110565.64295216875
44749,2382,2,1,Urban,1978,279385.22763709
44750,2179,2,2,Rural,1951,275593.50734390074
44751,2680,5,1,Urban,2015,341192.8092030372
44752,1056,4,3,Suburb,1960,75451.32332452304
44753,1581,3,3,Urban,1993,213148.8990080261
44754,2971,3,2,Urban,1969,315257.4257997407
44755,1555,5,3,Suburb,1967,208216.44351812743
44756,1723,3,3,Suburb,1997,218617.18039446048
44757,2710,2,3,Rural,1973,209033.92103392148
44758,1652,3,2,Suburb,2016,182660.2835912589
44759,2099,4,2,Urban,1997,198145.6375698635
44760,1157,2,1,Suburb,1962,154951.9857367722
44761,1084,5,3,Urban,2011,108758.52074175605
44762,1321,5,3,Urban,1991,237182.2382604272
44763,1308,3,3,Rural,1966,90736.74476879998
44764,2553,2,1,Rural,1981,263845.40826958383
44765,1283,2,2,Urban,2010,141390.54293530335
44766,2923,2,1,Suburb,1980,319608.8721711649
44767,2065,3,1,Urban,1987,142244.01139303076
44768,2002,3,3,Urban,1996,282751.7244679314
44769,2917,5,1,Rural,2016,331577.3739599509
44770,2908,4,3,Rural,1990,181938.50081220036
44771,1133,2,2,Rural,1987,147810.67446357437
44772,1613,3,1,Rural,1960,220468.8420015372
44773,1648,3,3,Rural,1965,168250.4639603539
44774,2427,4,1,Urban,1991,216730.7088927314
44775,2516,3,3,Rural,1991,321455.1213881092
44776,2245,3,1,Urban,1971,246404.5098845042
44777,1228,3,3,Urban,1984,64167.88597269096
44778,2829,2,3,Suburb,1965,240922.06954141776
44779,2475,4,3,Urban,1957,294422.1564582547
44780,1997,5,3,Urban,1977,200960.0953599742
44781,2329,4,2,Urban,1950,286758.9083930389
44782,2851,4,2,Suburb,2018,352458.2251793004
44783,2932,5,2,Urban,1956,387630.2416884061
44784,1118,5,2,Suburb,1982,77171.46067127341
44785,2634,3,3,Rural,1979,291374.3647333175
44786,2885,3,2,Rural,1965,300721.6478773675
44787,1937,3,2,Rural,1975,192693.5865358321
44788,1323,2,1,Rural,1967,251679.9900416776
44789,1920,2,3,Rural,1999,180409.2944079901
44790,1158,4,1,Urban,2007,116152.3177783726
44791,1238,2,2,Rural,1968,113990.26067978468
44792,1395,2,2,Suburb,1994,109728.06422781876
44793,1319,5,2,Suburb,2007,193892.19849676156
44794,2870,3,2,Urban,1958,393095.9462612108
44795,2212,5,3,Rural,1969,253131.6642625976
44796,1308,3,3,Rural,1979,58957.28428314609
44797,1248,4,2,Rural,2010,154205.57608631818
44798,1537,5,3,Urban,1967,155028.407238951
44799,1700,3,2,Rural,1991,76514.13932839493
44800,2529,5,2,Urban,2017,257912.50157952288
44801,1393,5,1,Urban,2018,275088.1792446597
44802,1651,3,2,Urban,1991,254337.83847518737
44803,2017,2,1,Suburb,1999,190701.9114551647
44804,1405,5,1,Suburb,1969,183532.86469177235
44805,1999,4,3,Rural,2016,259604.9439919698
44806,2204,2,1,Rural,1972,239972.3133683344
44807,1020,5,3,Urban,1980,74524.29842197968
44808,2698,4,3,Urban,1951,306059.5601413241
44809,2606,4,2,Suburb,1965,287578.38200307585
44810,2617,3,1,Rural,2017,183101.79553845196
44811,1154,2,3,Rural,1954,142252.26274501169
44812,2851,2,3,Rural,1993,346696.06706460594
44813,1866,3,1,Suburb,1997,247991.54487763756
44814,1558,5,2,Urban,1981,217879.20466603973
44815,1193,5,1,Urban,2019,129221.81723030112
44816,2247,4,1,Rural,1988,127913.80636855944
44817,1398,4,1,Urban,1978,110844.20931223314
44818,2772,4,2,Rural,2011,280422.19974853704
44819,1279,4,2,Suburb,2016,195793.2750884504
44820,1979,3,2,Rural,2013,197716.07103993127
44821,2033,5,1,Rural,2007,205705.06232684883
44822,2399,4,2,Urban,1982,298831.1042728618
44823,1471,2,1,Suburb,1985,134562.69863852544
44824,1151,4,1,Rural,1966,123486.7698885303
44825,2879,4,2,Rural,1980,233957.83026634285
44826,2639,5,2,Urban,1999,254952.5513466081
44827,2147,4,1,Urban,1954,238008.4239756172
44828,2720,3,3,Rural,1996,361541.4593459807
44829,1801,5,2,Urban,1973,199108.47778189328
44830,1552,5,2,Suburb,1972,176075.24529648724
44831,2447,4,1,Suburb,2015,249316.2211455628
44832,2546,3,3,Rural,1964,285392.4840538798
44833,1729,5,3,Suburb,1988,199508.6817358317
44834,1512,2,1,Urban,1974,133504.33891251375
44835,2949,4,1,Urban,1994,381140.4336972902
44836,2012,5,3,Urban,2002,237654.6307068099
44837,1170,4,3,Suburb,1964,158845.70040222743
44838,1849,2,1,Urban,1993,200876.81193892375
44839,1793,4,2,Rural,1990,264277.0381997452
44840,2588,4,3,Urban,1972,249370.21994957933
44841,1124,3,3,Suburb,2020,166252.2287156199
44842,1174,3,3,Urban,1963,175767.7125157384
44843,1503,2,3,Suburb,1980,235452.08753081464
44844,2800,3,1,Urban,1952,331286.4306316719
44845,2800,5,2,Urban,1964,298238.50120693474
44846,2408,3,3,Urban,2007,355995.9813792964
44847,1710,5,2,Suburb,2009,243407.1518645628
44848,2791,2,1,Suburb,1969,370686.6525654159
44849,2707,2,1,Suburb,1959,329223.5729212152
44850,2594,4,1,Urban,2018,266503.0578754028
44851,2975,5,2,Suburb,2003,352089.83809117984
44852,1105,4,3,Rural,1992,113711.0227512015
44853,2970,4,1,Urban,2004,299354.3999068431
44854,2660,4,3,Rural,2001,230476.3691198704
44855,1527,5,2,Urban,1956,121515.32346304644
44856,1037,3,1,Rural,1950,163846.75974650407
44857,1394,5,1,Rural,1956,239624.4034229831
44858,2778,3,3,Rural,1957,306535.2859131607
44859,1920,5,1,Urban,2013,278907.6698318976
44860,1476,2,2,Suburb,1986,128806.32671394118
44861,2490,2,2,Suburb,1994,234608.4979560809
44862,1721,3,1,Urban,2000,262083.66007400287
44863,2528,4,1,Rural,2008,265100.3589152024
44864,1314,4,3,Rural,1952,225789.4540675599
44865,2308,4,2,Urban,2014,350600.4710083307
44866,2487,4,3,Suburb,1989,300587.84732004494
44867,2703,5,2,Urban,1953,281555.05444706645
44868,2287,2,2,Rural,1993,253073.37039573415
44869,2633,5,2,Rural,1987,282447.10413087683
44870,2669,5,2,Suburb,1981,359771.86115108704
44871,2452,5,2,Urban,1993,332680.31088612933
44872,1364,3,1,Rural,1954,194965.0523616308
44873,1180,2,2,Urban,1965,166596.85673808894
44874,1733,3,1,Suburb,1977,158087.22641920578
44875,1875,4,1,Suburb,1967,323932.60450759623
44876,1993,2,3,Suburb,2015,238960.25340641692
44877,1660,3,1,Suburb,2013,190814.6064944656
44878,1243,3,3,Rural,1966,190850.24120055567
44879,1312,5,2,Urban,1967,157525.17679777346
44880,1075,3,1,Rural,2003,153914.22802624782
44881,2904,3,1,Rural,1985,258175.68926324585
44882,1261,4,3,Urban,1971,117079.61008928691
44883,1230,4,3,Urban,1951,102553.32552462118
44884,1702,3,3,Suburb,2004,229209.8162136691
44885,2403,3,1,Suburb,2008,402853.78011652967
44886,1645,3,2,Urban,1994,229201.74597191575
44887,2332,5,3,Suburb,2013,290629.3685504778
44888,2787,5,3,Suburb,1987,386190.9004392275
44889,2411,5,2,Rural,1981,205688.77399473963
44890,1756,4,2,Urban,1964,196938.91126313867
44891,2800,2,2,Urban,1967,324402.5045843473
44892,2348,5,2,Urban,1985,323235.9307986206
44893,1841,5,2,Rural,1957,178910.23254110728
44894,1878,3,3,Suburb,1968,195055.34842929768
44895,2479,5,3,Suburb,1963,288468.25207696133
44896,2535,2,2,Suburb,1999,368737.3974123219
44897,2366,4,1,Suburb,1989,274962.05109613325
44898,1515,5,1,Urban,1951,195617.9484992752
44899,1441,4,2,Urban,1998,112533.5631522052
44900,2572,5,3,Urban,1965,285241.60498609766
44901,1582,4,3,Urban,1969,167318.73802212765
44902,1261,4,2,Rural,1981,158436.5226901217
44903,1748,5,1,Rural,1969,199175.24453052567
44904,1818,5,1,Suburb,1984,253602.6832182077
44905,2001,4,2,Rural,1961,218121.02361185712
44906,2486,2,3,Rural,1960,275385.6396681674
44907,1866,2,2,Rural,1973,221917.69646108145
44908,2713,2,3,Rural,2003,310500.6159594607
44909,1607,2,1,Suburb,2004,134474.5901909041
44910,1909,5,2,Urban,1985,232751.0691981754
44911,2250,3,1,Urban,2003,277073.534366491
44912,1522,4,2,Suburb,1958,50367.65670252047
44913,2801,2,2,Rural,1957,274474.3938847376
44914,2212,2,3,Urban,2001,106681.27685498713
44915,2232,3,2,Rural,1977,105847.545321305
44916,2036,3,1,Suburb,1967,268869.8991975994
44917,2912,5,1,Rural,2021,330226.1201716252
44918,1161,4,2,Rural,1985,162150.82661115436
44919,2595,4,1,Rural,2006,332341.1366081325
44920,2516,3,3,Rural,1953,250025.8251868425
44921,2458,3,2,Urban,2018,292585.4133686389
44922,1004,3,3,Urban,1989,129385.06226376817
44923,1201,5,1,Urban,2011,100187.32743034382
44924,1415,4,2,Rural,1966,101189.7529206345
44925,2035,3,3,Rural,1965,278976.3253467605
44926,1947,2,2,Rural,2014,176602.73256268306
44927,2420,4,2,Rural,1953,298953.79422033887
44928,2364,4,1,Urban,1951,331063.8812966635
44929,1751,2,3,Urban,2016,155756.74110405592
44930,1949,2,1,Urban,1991,201151.82539336855
44931,1372,4,2,Rural,1974,178015.77765065845
44932,2401,4,1,Urban,1990,272061.44483730523
44933,2248,3,2,Urban,1967,273687.9850992719
44934,2205,5,2,Urban,2015,281011.8970782284
44935,2320,5,2,Rural,2001,256787.411846844
44936,2839,3,3,Urban,1971,302086.9822563332
44937,2330,2,3,Urban,1969,289723.8578042355
44938,1430,2,2,Urban,1994,153040.77025724118
44939,1689,2,2,Urban,1958,250472.76474174613
44940,1117,2,1,Rural,1996,59247.7226344232
44941,2375,3,1,Rural,1950,309527.98342668294
44942,1587,4,1,Urban,1977,177937.54906685493
44943,2069,3,2,Rural,1995,247423.1580792919
44944,1226,2,1,Rural,1994,215445.4041820902
44945,2379,3,1,Rural,1975,286981.14740203414
44946,2317,5,3,Urban,1953,281768.54064148414
44947,2263,5,3,Rural,2001,281320.88822337025
44948,1347,2,3,Suburb,1987,110068.97329803258
44949,1140,3,3,Urban,2015,240504.97834743164
44950,1203,5,2,Rural,1981,130271.25964854078
44951,2685,4,2,Urban,1994,316494.3243774172
44952,2003,2,1,Urban,1957,225367.96756247096
44953,2665,3,3,Suburb,1963,314864.1390896008
44954,1860,2,2,Rural,1956,233566.4885855312
44955,1844,5,3,Urban,2019,209692.7722861572
44956,1994,4,1,Suburb,1997,164981.01020755887
44957,2292,5,2,Suburb,2019,306235.1463853707
44958,1312,2,3,Rural,2003,45967.01121955729
44959,2441,4,1,Suburb,1958,282621.60985600896
44960,2938,3,3,Urban,2001,199038.8894778617
44961,1136,5,1,Rural,1979,80208.08282228129
44962,2651,4,3,Rural,1951,417590.1593028969
44963,1350,2,3,Urban,1981,65205.228001017545
44964,2184,3,1,Rural,1950,239528.8741009437
44965,2690,2,3,Rural,1951,254053.4903270598
44966,1172,2,1,Suburb,1973,183325.78471941137
44967,2153,3,1,Suburb,1961,221443.7285894633
44968,1078,4,3,Suburb,1962,243384.3557229837
44969,1978,4,1,Urban,1992,172477.87909739654
44970,1568,3,2,Urban,1980,113768.73170646271
44971,1862,3,1,Rural,1955,195584.56293361497
44972,1056,2,1,Rural,2005,44336.83437061263
44973,2423,2,3,Rural,1960,226764.13502694413
44974,1362,5,2,Rural,1998,141168.51855327995
44975,2358,3,1,Rural,1968,325233.9355901199
44976,1133,5,3,Rural,2009,94624.32109470744
44977,1013,3,3,Urban,1974,190358.2803888709
44978,1282,5,1,Suburb,1955,185657.80060371468
44979,1805,2,2,Rural,2004,152483.60072104167
44980,2682,2,2,Rural,1987,272739.1197228699
44981,2444,4,3,Suburb,1993,253778.7441818692
44982,1126,5,1,Urban,1999,153650.73160255048
44983,2795,3,1,Rural,1984,242620.03320599464
44984,2849,5,2,Rural,1996,300567.4960681041
44985,1217,2,2,Rural,2003,183369.5833135576
44986,2928,4,2,Urban,1999,291398.2597239992
44987,1744,5,1,Urban,2008,200375.5707281546
44988,2904,2,1,Urban,2019,369248.4269522138
44989,1679,3,3,Suburb,2016,209822.05393081933
44990,2678,4,2,Rural,2007,296047.6635463963
44991,2512,2,3,Suburb,2016,216435.25626361996
44992,1996,3,3,Rural,2008,262206.5076759305
44993,1259,5,2,Suburb,1993,194871.8448903847
44994,2241,3,1,Suburb,1954,285353.5743550831
44995,2843,3,1,Urban,1999,343849.7505461117
44996,2681,3,1,Rural,2018,352793.56773175026
44997,2512,4,1,Rural,1967,278316.82313480787
44998,2972,2,2,Urban,2004,342037.16338808025
44999,2466,2,2,Rural,2011,268387.2379182384
45000,1098,3,2,Suburb,1972,172045.9513905827
45001,1181,5,1,Suburb,1993,120774.57366517196
45002,1168,5,2,Suburb,2004,216778.65895498567
45003,1232,2,3,Rural,2005,171788.8043530707
45004,1955,5,3,Suburb,1963,315107.45678180084
45005,2116,3,1,Suburb,1967,201481.23268728936
45006,2652,2,2,Suburb,2019,316733.1469857738
45007,1471,2,3,Rural,1973,222663.91315799445
45008,2539,5,1,Urban,1954,334518.1662587717
45009,2108,2,1,Suburb,2007,242971.8512855904
45010,1678,4,3,Suburb,1963,203478.3787518104
45011,2542,3,1,Rural,1979,231813.94660634128
45012,1380,4,3,Rural,2013,181972.5613294061
45013,2430,2,2,Urban,1951,221976.4340284281
45014,2255,5,1,Suburb,1959,278076.9808736532
45015,1250,4,3,Rural,1979,101961.31851091632
45016,2108,4,2,Rural,1955,232101.2660140492
45017,1318,4,3,Rural,1974,206764.74763500813
45018,1192,5,1,Urban,1955,151839.25016068635
45019,2658,5,3,Rural,1971,328531.3271666121
45020,1936,2,2,Urban,1987,239211.46388817823
45021,1600,5,3,Rural,2010,205712.30173845743
45022,1606,4,3,Urban,2018,145247.53083136774
45023,2910,2,1,Suburb,1969,330047.16998784407
45024,2323,5,1,Rural,1967,249377.75054938512
45025,2381,3,2,Suburb,2020,229122.0921366246
45026,2580,5,1,Urban,1999,217116.12708236225
45027,1764,5,2,Rural,1965,197480.3041007809
45028,2476,2,2,Urban,2018,240382.2484620675
45029,1884,2,2,Suburb,2015,145069.823286323
45030,1990,2,3,Urban,1964,224625.17610428223
45031,2586,3,1,Urban,1994,318779.8528884653
45032,1505,3,3,Suburb,2019,214285.22091940223
45033,1064,5,3,Rural,1970,80632.66668067983
45034,2589,5,3,Urban,1964,258780.2394747912
45035,2975,2,3,Urban,1965,294248.31011303584
45036,1221,2,3,Rural,2007,153581.36843900953
45037,1465,3,1,Rural,2009,133390.0454322091
45038,1071,3,1,Suburb,1966,189305.12985262845
45039,1887,2,2,Urban,2011,245040.1451059842
45040,1473,5,1,Suburb,1952,175438.10607525508
45041,2703,3,3,Urban,1972,259845.3524419132
45042,2721,2,3,Rural,1958,335224.144470163
45043,1654,2,2,Rural,1962,189770.5606075562
45044,1018,2,1,Urban,1972,154776.54200822616
45045,1521,3,1,Rural,1984,189282.00528429984
45046,1783,5,2,Urban,1983,260820.7774769814
45047,2706,3,3,Rural,1967,323840.4004184921
45048,1414,5,3,Urban,2006,191306.19788513484
45049,1363,3,3,Rural,1989,114308.3179791642
45050,1527,2,3,Rural,1975,152572.75726622518
45051,2103,2,3,Urban,1963,125095.49381055433
45052,1795,4,1,Rural,1997,194671.80707702943
45053,2213,2,2,Urban,1985,283884.7990172655
45054,2171,5,2,Rural,2015,301897.02811471256
45055,2698,2,1,Rural,1961,297900.4562214961
45056,1442,4,1,Urban,1980,202399.5615657651
45057,1264,2,1,Urban,1968,86775.69486477449
45058,2895,2,3,Suburb,1961,252643.6476796995
45059,1649,3,2,Suburb,2000,114962.012594081
45060,1508,5,1,Rural,1996,172997.30608964042
45061,2324,4,1,Suburb,2006,228117.57279961908
45062,1465,3,2,Rural,1982,146159.68184684723
45063,1364,4,1,Suburb,2020,204748.55339010796
45064,2422,2,3,Suburb,2010,257406.00578539813
45065,1492,4,1,Urban,2005,192601.12121010205
45066,1541,3,1,Rural,2020,150544.69029484014
45067,2839,2,1,Urban,1959,347997.2628131507
45068,2503,3,2,Urban,1961,233818.42060038116
45069,2191,5,3,Suburb,1968,167799.91618787363
45070,2626,5,1,Urban,2003,283971.8752234826
45071,2114,5,3,Suburb,1987,217723.4319547579
45072,1722,4,3,Suburb,2005,150413.64139882586
45073,1841,5,3,Rural,1997,251537.98544726896
45074,1299,4,3,Rural,2006,184842.7215957059
45075,1173,4,3,Rural,1950,169984.6815810479
45076,1645,3,2,Urban,1952,178911.34586227243
45077,2396,2,2,Rural,1954,170997.2336765725
45078,1023,2,3,Urban,1979,155087.3041015924
45079,2224,3,2,Rural,1999,236568.14686292424
45080,1730,5,1,Suburb,1991,226799.95259929413
45081,1006,3,2,Urban,1952,157263.01776980067
45082,2029,3,2,Rural,2010,248266.84339599547
45083,2653,2,2,Rural,1961,276971.73861064576
45084,2184,4,2,Urban,1961,218432.86720087
45085,2620,3,1,Suburb,2018,258411.27879538032
45086,1877,3,1,Urban,2015,200773.33531343567
45087,2271,4,2,Rural,1994,281561.7192440233
45088,1165,2,2,Rural,2000,197740.4686279689
45089,1427,5,1,Rural,1950,117697.37385315148
45090,1144,3,3,Suburb,2011,117135.14371333142
45091,2534,5,3,Rural,1960,293398.25151018857
45092,2566,5,1,Urban,1986,217290.6060669382
45093,1932,3,2,Rural,1973,174435.7293190737
45094,1508,5,2,Suburb,1972,241096.61634261344
45095,1906,3,1,Suburb,1980,253829.9888473851
45096,2243,4,2,Urban,2000,244470.3610659644
45097,1644,4,1,Rural,1992,137979.20495312105
45098,2599,4,3,Rural,2007,289234.9304232838
45099,1075,4,2,Suburb,1965,102687.5464447223
45100,2666,2,3,Suburb,1998,318691.3538605772
45101,1823,4,2,Urban,1952,275783.85767592874
45102,2342,3,1,Urban,1964,258814.52783633003
45103,2896,3,2,Rural,1959,331319.2864054249
45104,2061,3,2,Urban,2013,231049.14547206843
45105,1565,5,3,Urban,1958,208740.91509489145
45106,2665,3,3,Suburb,2000,286095.0514020237
45107,2753,2,2,Suburb,1987,331163.6411319014
45108,2537,2,3,Suburb,2002,178507.80767488154
45109,2269,2,1,Urban,1956,201265.53495625916
45110,2163,2,2,Suburb,2000,289774.0895877202
45111,2831,2,3,Suburb,1981,407313.435380258
45112,2281,2,3,Urban,2004,226352.25672319543
45113,1616,4,2,Suburb,1982,178077.45910845077
45114,1380,2,3,Suburb,2006,175953.88954957883
45115,1847,5,1,Rural,2003,193189.38703256333
45116,2501,2,1,Urban,1993,258214.170480414
45117,2208,3,1,Rural,1997,110122.37449896093
45118,1302,3,2,Suburb,1959,83196.61315651628
45119,2517,5,3,Rural,1966,324307.7289309572
45120,1755,2,1,Suburb,1951,222448.82187076245
45121,1163,4,2,Urban,1984,141484.86731786083
45122,2667,4,2,Suburb,1998,234410.6732026013
45123,2226,4,3,Suburb,1984,282420.88965934195
45124,2431,4,3,Suburb,2007,178061.31198900915
45125,2233,2,3,Urban,1962,267066.8876588263
45126,2882,5,2,Rural,1966,264996.21255590906
45127,1100,4,3,Rural,1976,106520.53137879288
45128,2469,2,1,Urban,1957,234027.17649145343
45129,1897,2,3,Urban,1992,295949.80201916024
45130,1782,2,3,Rural,1967,75570.58461362678
45131,2994,2,1,Rural,2014,404147.9627580047
45132,2584,2,1,Rural,1986,364681.4400218623
45133,1367,3,1,Suburb,1959,198203.10413631945
45134,2262,2,1,Suburb,1965,324451.4773081019
45135,1726,2,1,Suburb,1957,158192.5248727164
45136,2314,2,2,Suburb,1981,285358.0531090487
45137,1371,3,1,Urban,1950,171496.17732960774
45138,1861,3,3,Urban,1971,187315.16793477008
45139,2454,5,2,Suburb,2011,280796.4786829829
45140,1279,5,3,Suburb,1964,223762.60822896543
45141,2490,2,1,Suburb,1987,323507.4214635196
45142,1315,4,3,Rural,2017,63698.10286570445
45143,2100,2,3,Urban,2009,198992.43681790464
45144,1815,5,2,Urban,1976,155003.43296709895
45145,1150,4,3,Rural,1955,186578.13378719785
45146,2419,4,2,Urban,1974,218397.0310746622
45147,2008,5,3,Urban,1984,335796.5312614866
45148,2519,2,3,Urban,2006,303520.33385508275
45149,2320,5,1,Rural,1967,332125.5724778505
45150,1668,4,3,Rural,1954,168373.61898966157
45151,2733,3,2,Urban,1960,331646.17277782504
45152,2970,2,1,Rural,2020,358242.75118185475
45153,2919,5,1,Rural,1954,321808.077552541
45154,1406,5,1,Rural,2017,24362.377288517226
45155,1286,5,1,Suburb,1972,87342.3023126506
45156,2516,3,1,Urban,1989,248302.89359459677
45157,1916,3,3,Suburb,1970,222472.2435648577
45158,2559,2,1,Suburb,1975,178276.1717157221
45159,2479,2,3,Rural,2019,288186.8484384573
45160,1491,2,3,Urban,1951,88954.28304663798
45161,2032,5,3,Urban,1983,254962.9274532484
45162,2941,3,2,Suburb,1987,410043.2813689788
45163,2155,2,3,Rural,1963,202465.4294169264
45164,2100,3,3,Suburb,1967,190423.20924281707
45165,1737,4,1,Urban,2013,80830.59313991877
45166,1130,2,3,Suburb,1995,69618.79398825156
45167,1996,3,1,Suburb,1958,190547.14751369413
45168,2911,2,2,Urban,1995,321817.4377945565
45169,2435,3,3,Suburb,1983,267310.5125069419
45170,2113,3,2,Rural,1958,238491.1076484664
45171,1497,5,1,Suburb,2003,122709.89865672198
45172,2652,4,1,Suburb,1992,291398.10984179314
45173,1621,2,1,Urban,1967,115716.62869495914
45174,1888,3,1,Suburb,2018,96254.50267070095
45175,1353,2,1,Suburb,1980,131468.5945788011
45176,1270,3,2,Suburb,2018,100498.88081995198
45177,2415,4,2,Urban,1950,273083.655454468
45178,1431,3,2,Urban,1964,163319.03383619676
45179,1738,3,1,Rural,1978,131715.58980713238
45180,1471,2,2,Rural,1974,108641.63001750964
45181,2779,4,3,Rural,1994,373489.6760207558
45182,2331,3,3,Urban,1980,331385.88052640186
45183,1507,2,2,Suburb,1974,124124.52723793738
45184,1054,3,3,Urban,1953,89019.89910410356
45185,1036,2,3,Urban,1959,42926.95597531849
45186,1899,4,2,Suburb,1972,180205.714697876
